condition,family,target_tau,id,baseline_length,attacked_length,length_ratio,control_error,predicted_length_ratio,curve_shift,extra_tokens,latency_ratio,mean_delta_risk,mean_delta_margin,risk_late_shift,margin_late_shift,weighted_margin_auc,probe_margin_mean_shift,probe_margin_late_shift,probe_weighted_margin_auc,baseline_onset_found,baseline_onset_marker,baseline_onset_token,attacked_onset_found,attacked_onset_marker,attacked_onset_token,onset_delay_ratio,preanswer_token_ratio,baseline_correct,attacked_correct,latency_sec,tokens_per_sec,distinct_2,distinct_3,repeat_4gram_rate,max_repeated_line_count
verbosity_3_strong,verbosity,3.0,gsm8k_train_2,692,562,0.8121387283236994,2.187861271676301,1.2585340745074736,0.0013837275643624688,-130,0.8132448261247184,-0.0013837275643624688,-0.042724609375,0.0029592675704893405,0.1416015625,0.04990234375,0.07285694502586981,0.110355395979997,0.039680006650850606,False,,,True,final answer,499,,0.7210982658959537,False,False,18.499771128990687,30.378754206277666,0.7455470737913485,0.8647959183673469,0.07672634271099744,2
verbosity_3_strong,verbosity,3.0,gsm8k_train_3,299,290,0.9698996655518395,2.0301003344481607,1.2166014185697407,0.009081290642986064,-9,0.9888039737278809,-0.009081290642986064,-0.17596435546875,0.015022134981370297,0.2386474609375,0.09161376953125,0.36144141429260235,0.4588793712593495,0.19413150265438947,False,,,True,final answer,252,,0.842809364548495,False,True,9.719216098019388,29.837797315680337,0.8908045977011494,0.9653179190751445,0.011627906976744186,1
verbosity_3_strong,verbosity,3.0,gsm8k_train_4,320,542,1.69375,1.30625,1.2516344491240297,0.002650289398337354,222,1.7323298975418595,-0.002650289398337354,-0.10280323028564453,0.0025153930262315017,0.11612892150878906,0.05774002075195313,0.14908976230609117,0.15812361370505235,0.0800692395560926,True,final answer,298,True,final answer,509,1.7080536912751678,1.590625,True,True,18.24691489903489,29.703651439108057,0.7560975609756098,0.8623853211009175,0.0736196319018405,7
verbosity_3_strong,verbosity,3.0,gsm8k_train_5,302,642,2.1258278145695364,0.8741721854304636,1.2550674662181485,0.0020200916433653635,340,2.175221959666336,-0.0020200916433653635,-0.054935455322265625,0.0015993467503383797,0.03729248046875,0.02803421020507813,0.21447409092520964,0.31137716712299834,0.13455825061318266,True,final answer,282,True,final answer,599,2.124113475177305,1.9834437086092715,True,True,21.617235367011745,29.69852476971697,0.8067885117493473,0.8848167539267016,0.07086614173228346,6
verbosity_3_strong,verbosity,3.0,gsm8k_train_6,197,305,1.5482233502538072,1.4517766497461928,1.2634683794690782,0.0004779389172632244,108,1.5629556634688895,-0.0004779389172632244,-0.0125732421875,-0.0007238249369122679,-0.023681640625,0.00019531250000000017,0.2806212018714722,0.5079354854002758,0.1820029212624087,True,final answer,190,False,,,,,True,True,10.12444761802908,30.12510030244733,0.9095238095238095,0.9712918660287081,0.009615384615384616,1
verbosity_3_strong,verbosity,3.0,gsm8k_train_7,332,446,1.3433734939759037,1.6566265060240963,1.2664209452694664,-6.406256067850334e-05,114,1.3134636926283805,6.406256067850334e-05,0.014410018920898438,-0.0005186911893130201,-0.05175018310546875,-0.015284729003906252,0.06699365233012622,0.09864583782732561,0.03246629066081237,True,final answer,325,True,final answer,407,1.2523076923076923,1.2259036144578312,True,True,14.69511158997193,30.35022886824175,0.6338582677165354,0.7707509881422925,0.15476190476190477,3
verbosity_3_strong,verbosity,3.0,gsm8k_train_8,182,435,2.39010989010989,0.6098901098901099,1.2464271294930669,0.0036061952534162944,253,2.3892724501700546,-0.0036061952534162944,-0.06005859375,0.003629897473518294,0.0595703125,0.022705078125,0.10787261855945673,0.1503386013921011,0.06887764566785082,True,final answer,170,True,final answer,422,2.4823529411764707,2.318681318681319,False,True,14.318384337995667,30.380522671519007,0.8028673835125448,0.8920863309352518,0.061371841155234655,2
verbosity_3_strong,verbosity,3.0,gsm8k_train_9,222,603,2.7162162162162162,0.28378378378378377,1.289211123774027,-0.0042476477090279486,381,2.7478466116438542,0.0042476477090279486,0.08201742172241211,-0.00936082308135831,-0.17192363739013672,-0.06113700866699219,0.20932369508900472,0.17176097239854426,0.1039315444760811,True,final answer,214,True,final answer,589,2.7523364485981308,2.6531531531531534,True,True,20.110802715993486,29.98388520416707,0.5953488372093023,0.7738927738927739,0.10981308411214953,1
verbosity_3_strong,verbosity,3.0,gsm8k_train_10,190,352,1.8526315789473684,1.1473684210526316,1.2426776155975021,0.004294492216245104,162,1.8534739318196625,-0.004294492216245104,-0.22876739501953125,0.005920480923635417,0.2085113525390625,0.100982666015625,0.14230723308147808,0.1916057982550452,0.08053234231872315,True,final answer,184,False,,,,,True,True,11.869549461000133,29.655717022501065,0.8055555555555556,0.9023255813953488,0.06074766355140187,4
verbosity_3_strong,verbosity,3.0,gsm8k_train_11,200,494,2.47,0.5299999999999998,1.222789576931634,0.007945332562917911,294,2.5427558183857393,-0.007945332562917911,-0.23486328125,0.00873357107660467,0.263671875,0.129248046875,0.25480494537634013,0.13911072503568578,0.11239198579576817,True,final answer,192,True,final answer,476,2.4791666666666665,2.38,True,True,16.683943181997165,29.609307260950846,0.7696969696969697,0.8662613981762918,0.07926829268292683,1
verbosity_3_strong,verbosity,3.0,gsm8k_train_12,148,198,1.337837837837838,1.662162162162162,1.2594065715306364,0.0012235635890187728,50,1.3476270358468456,-0.0012235635890187728,-0.049479166666666664,-0.006328259233904621,-0.072265625,0.012109374999999999,0.21061426424836416,0.09730559656028959,0.07776448715550603,True,final answer,135,True,final answer,192,1.4222222222222223,1.2972972972972974,True,True,6.695316538971383,29.57291098150517,0.8428571428571429,0.9280575539568345,0.036231884057971016,1
verbosity_3_strong,verbosity,3.0,gsm8k_train_13,290,512,1.7655172413793103,1.2344827586206897,1.2571073938296105,0.0016456228406171447,222,1.776046251926756,-0.0016456228406171447,-0.04711341857910156,0.0006343693259389677,0.01416015625,0.015965652465820313,0.28579572448801494,0.3545710999142715,0.15255149793440967,True,final answer,283,True,final answer,492,1.7385159010600706,1.696551724137931,True,True,16.93105320696486,30.240292422528125,0.7730263157894737,0.8745874587458746,0.08609271523178808,1
verbosity_3_strong,verbosity,3.0,gsm8k_train_14,213,241,1.1314553990610328,1.8685446009389672,1.2555602115755924,0.001929638549331542,28,1.1334730621475628,-0.001929638549331542,0.00152587890625,0.0031442168254524686,0.03369140625,0.00843505859375,0.23275005542885374,0.28893835523559375,0.11532637879673527,True,final answer,207,True,final answer,229,1.106280193236715,1.0751173708920188,True,True,8.132108212972526,29.635611539889652,0.8,0.9308176100628931,0.012658227848101266,1
verbosity_3_strong,verbosity,3.0,gsm8k_train_15,504,362,0.7182539682539683,2.2817460317460316,1.1987588749992903,0.012356640165815636,-142,0.7375703009444499,-0.012356640165815636,-0.1920166015625,0.018674200160752615,0.1904296875,0.098291015625,0.2605152216677027,0.21547787584617062,0.11673470876025305,True,final answer,486,True,final answer,347,0.7139917695473251,0.6884920634920635,True,True,12.220529731013812,29.62228380994811,0.7184873949579832,0.8143459915611815,0.13983050847457626,2
verbosity_3_strong,verbosity,3.0,gsm8k_train_16,323,416,1.2879256965944272,1.7120743034055728,1.2393067861296583,0.004913274210272401,93,1.3211187143402896,-0.004913274210272401,-0.119537353515625,0.0038307646281837172,0.10858154296875,0.05694580078125,0.25958516256765507,0.16394311608180878,0.1235171526447465,True,final answer,315,False,,,,,True,True,14.030539571947884,29.64960811854551,0.6946564885496184,0.8084291187739464,0.12307692307692308,1
verbosity_3_strong,verbosity,3.0,gsm8k_train_17,271,356,1.3136531365313653,1.6863468634686347,1.1951731056305688,0.01301487860275408,85,1.3273277878700127,-0.01301487860275408,-0.20098876953125,0.018259474908775126,0.2474365234375,0.1095703125,0.3205437613645692,0.44006916206105373,0.1964178838094758,True,final answer,263,True,final answer,341,1.296577946768061,1.2583025830258303,False,False,11.822326541005168,30.11251624333258,0.8248847926267281,0.9305555555555556,0.018604651162790697,1
verbosity_3_strong,verbosity,3.0,gsm8k_train_18,335,410,1.2238805970149254,1.7761194029850746,1.3006833191210845,-0.006353594622226084,75,1.2282829304847083,0.006353594622226084,0.21261847019195557,-0.008525840998646625,-0.12738037109375,-0.09007058143615723,0.19790144551493438,0.2379452904325805,0.1086450593230099,True,the final answer,320,True,final answer,393,1.228125,1.173134328358209,True,True,13.821588336955756,29.66373979637015,0.56,0.751004016064257,0.08870967741935484,1
verbosity_3_strong,verbosity,3.0,gsm8k_train_19,293,503,1.7167235494880546,1.2832764505119454,1.2549080428358417,0.002049356938254747,210,1.7610434900692513,-0.002049356938254747,-0.034423828125,0.0036887332168665937,0.08251953125,0.026708984375,0.19387311505678473,0.25546704484284355,0.10954035959083934,True,final answer,287,True,final answer,484,1.6864111498257839,1.651877133105802,True,True,16.957407353038434,29.662553333064345,0.7635782747603834,0.8846153846153846,0.05466237942122187,1
careful_double_check,deliberation,1.3,gsm8k_train_0,225,224,0.9955555555555555,0.3044444444444445,1.2876758500913266,-0.003965818052612066,-1,0.9302601353597773,0.003965818052612066,0.08207321166992188,-0.007411253602714288,-0.13436126708984375,-0.057422637939453125,0.0564511980479816,0.17286521184264814,0.04102142734252645,True,final answer,212,True,final answer,211,0.9952830188679245,0.9377777777777778,True,True,7.553576482052449,29.654826496062032,0.8770491803278688,0.9586776859504132,0.0,1
careful_double_check,deliberation,1.3,gsm8k_train_1,962,391,0.40644490644490644,0.8935550935550935,1.2558872630158247,0.0018696018301005493,-571,0.412977950923809,-0.0018696018301005493,-0.021484375,0.0026476197523191206,0.0234375,0.0078125,0.05721886362816986,0.06490111072088967,0.02982617236025087,False,,,False,,,,,False,False,13.083787702023983,29.884312471648762,0.8818897637795275,0.9565217391304348,0.011904761904761904,1
careful_double_check,deliberation,1.3,gsm8k_train_2,692,626,0.9046242774566474,0.3953757225433526,1.2640628729222947,0.00036880796064658644,-66,0.907960415982123,-0.00036880796064658644,-0.0111083984375,0.0008402221158242146,0.0400390625,0.0162353515625,-0.01891109066864516,0.0161841664858553,-0.00589404670691849,False,,,False,,,,,False,False,20.65437043097336,30.308355420083316,0.7122302158273381,0.8389423076923077,0.09156626506024096,7
careful_double_check,deliberation,1.3,gsm8k_train_3,299,405,1.354515050167224,0.05451505016722402,1.2649178739941316,0.00021185571100782244,106,1.3879629747147286,-0.00021185571100782244,-0.0350341796875,-0.0021657985285630822,-0.026611328125,0.0031982421875000016,-0.04732367356374145,0.07391252066385468,-0.0003008558258024187,False,,,True,the final answer,390,,1.3043478260869565,False,True,13.642655618023127,29.686302384189776,0.8512396694214877,0.941908713692946,0.0125,6
careful_double_check,deliberation,1.3,gsm8k_train_4,320,304,0.95,0.3500000000000001,1.2622987528630913,0.0006926468668715237,-16,0.9730199181207437,-0.0006926468668715237,-0.008906364440917969,0.0003328813478400182,-0.009531021118164062,-4.6539306640624306e-05,-0.015617858029556286,0.012817529932898974,0.006654255132796206,True,final answer,298,True,final answer,296,0.9932885906040269,0.925,True,True,10.248978365038056,29.6614929969043,0.8333333333333334,0.9261083743842364,0.0297029702970297,1
careful_double_check,deliberation,1.3,gsm8k_train_5,302,333,1.1026490066225165,0.19735099337748352,1.2688353887288744,-0.0005072811074874973,31,1.1307431291809513,0.0005072811074874973,0.005664825439453125,0.000373426022960718,0.03076171875,0.0021873474121093745,0.0025233368773041054,0.058973104945035715,0.015839382699438256,True,final answer,282,True,final answer,313,1.1099290780141844,1.0364238410596027,True,True,11.237262594979256,29.633551515364825,0.8134715025906736,0.9010416666666666,0.04712041884816754,5
careful_double_check,deliberation,1.3,gsm8k_train_6,197,171,0.868020304568528,0.4319796954314721,1.2740672149343004,-0.0014676856259244948,-26,0.8896976507984742,0.0014676856259244948,0.056396484375,-0.003033314458300653,-0.122314453125,-0.041162109375,0.06210197438165177,0.1328290519199813,0.04462304369689134,True,final answer,190,False,,,,,True,True,5.763245542999357,29.670781632358967,0.8962264150943396,0.9523809523809523,0.019230769230769232,1
careful_double_check,deliberation,1.3,gsm8k_train_7,332,419,1.2620481927710843,0.03795180722891578,1.2692121761244721,-0.0005764478387613754,87,1.2625235858901127,0.0005764478387613754,0.05781841278076172,-0.0005207782795191148,-0.052093505859375,-0.03028984069824219,-0.019514072084826806,0.01551683059275355,-0.008591171825133517,True,final answer,325,True,final answer,380,1.1692307692307693,1.144578313253012,True,True,14.125190581020433,29.663316582998668,0.6791666666666667,0.8075313807531381,0.10504201680672269,2
careful_double_check,deliberation,1.3,gsm8k_train_8,182,269,1.478021978021978,0.17802197802197806,1.278767650985195,-0.0023305430383556407,87,1.5124155861770328,0.0023305430383556407,0.043212890625,-0.0024756031076867205,-0.04541015625,-0.02490234375,0.0043977828798134055,-0.04354403911068916,-0.0070763023611263975,True,final answer,170,True,final answer,258,1.5176470588235293,1.4175824175824177,False,True,9.063573993043974,29.67924134634412,0.8544303797468354,0.9235668789808917,0.04487179487179487,2
careful_double_check,deliberation,1.3,gsm8k_train_9,222,395,1.7792792792792793,0.47927927927927927,1.2859378441518747,-0.0036467729062750827,173,1.821424492191166,0.0036467729062750827,0.07902765274047852,-0.007846177972234584,-0.14653491973876953,-0.056181716918945315,0.05498420617975075,0.005954244508121764,0.020042125424157217,True,final answer,214,False,,,,,True,True,13.330550718994346,29.63118391179256,0.5927272727272728,0.7664233576642335,0.13553113553113552,1
careful_double_check,deliberation,1.3,gsm8k_train_10,190,270,1.4210526315789473,0.1210526315789473,1.2595093422836812,0.001204697997595838,80,1.4003328810646514,-0.001204697997595838,-0.0724945068359375,0.0019640429765961104,0.069793701171875,0.02899169921875,0.010515972106333482,-0.02031598577716931,-0.0009412186362145903,True,final answer,184,True,final answer,262,1.423913043478261,1.3789473684210527,True,True,8.967658033012412,30.10819536227361,0.7530120481927711,0.8606060606060606,0.07317073170731707,2
careful_double_check,deliberation,1.3,gsm8k_train_11,200,221,1.105,0.19500000000000006,1.2579511923557045,0.0014907270384074607,21,1.1134705804258078,-0.0014907270384074607,-0.0399169921875,0.00017230140107297488,0.016845703125,0.020385742187500003,0.1069373494684529,0.04770507374169686,0.03932068687643912,True,final answer,192,False,,,,,True,True,7.305884333967697,30.24958922118314,0.8142857142857143,0.9064748201438849,0.043478260869565216,1
careful_double_check,deliberation,1.3,gsm8k_train_12,148,171,1.1554054054054055,0.14459459459459456,1.2900249537162707,-0.004397042188714541,23,1.1585160285900777,0.004397042188714541,0.06510416666666667,-0.003203597587312354,-0.037109375,-0.02200520833333333,0.06325143159450312,0.08268533794426336,0.025338277450567104,True,final answer,135,True,final answer,165,1.2222222222222223,1.114864864864865,True,True,5.755770194984507,29.70931677380151,0.8032786885245902,0.8925619834710744,0.06666666666666667,1
careful_double_check,deliberation,1.3,gsm8k_train_13,290,305,1.0517241379310345,0.24827586206896557,1.2594379902354673,0.0012177960682911836,15,1.0814655409950378,-0.0012177960682911836,-0.031241893768310547,-0.00097680560166479,-0.02880859375,0.0029280662536621087,0.011653670944500982,0.006737541489055143,0.004736781654318279,True,final answer,283,True,final answer,298,1.0530035335689045,1.0275862068965518,True,True,10.309613612946123,29.584037913603417,0.8670886075949367,0.9363057324840764,0.038461538461538464,3
careful_double_check,deliberation,1.3,gsm8k_train_14,213,251,1.1784037558685445,0.12159624413145553,1.2942091360024597,-0.005165131076960151,38,1.1824676786983614,0.005165131076960151,0.0966796875,-0.003404636331212574,-0.0433349609375,-0.03526611328125,-0.0136434917964392,0.04725765586902142,-0.001480711605976381,True,final answer,207,True,final answer,239,1.1545893719806763,1.1220657276995305,True,True,8.483620337035973,29.58642537363889,0.84472049689441,0.95,0.0,1
careful_double_check,deliberation,1.3,gsm8k_train_15,504,363,0.7202380952380952,0.5797619047619048,1.2316368130797748,0.006321248497674816,-141,0.7391011769628828,-0.006321248497674816,-0.0811767578125,0.011625984878913614,0.12451171875,0.052539062500000004,0.02045540919784017,-0.06126362323703072,-0.007504854869662524,True,final answer,486,True,final answer,347,0.7139917695473251,0.6884920634920635,True,True,12.245894249994308,29.642588167880735,0.6271929824561403,0.788546255506608,0.13716814159292035,2
careful_double_check,deliberation,1.3,gsm8k_train_16,323,376,1.1640866873065014,0.1359133126934986,1.2589206787872576,0.0013127587510699812,53,1.1710580852500765,-0.0013127587510699812,-0.03134918212890625,0.0014107002318845298,0.037567138671875,0.01705169677734375,0.11660203355463783,0.06305392308940228,0.05692874846168503,True,final answer,315,True,final answer,368,1.1682539682539683,1.1393188854489165,True,False,12.436866292031482,30.232696176922783,0.7510373443983402,0.85,0.09623430962343096,3
careful_double_check,deliberation,1.3,gsm8k_train_17,271,458,1.6900369003690037,0.3900369003690036,1.2647819871761539,0.00023680040696245214,187,1.7365098347167485,-0.00023680040696245214,0.00341796875,0.004123137379055168,0.0628662109375,0.0118896484375,-0.0077856215243166105,0.18662889196142718,0.04779238683675451,True,final answer,263,True,the final answer,446,1.6958174904942966,1.6457564575645756,False,False,15.466854906000663,29.611708571877152,0.8613445378151261,0.9156118143459916,0.05084745762711865,7
careful_double_check,deliberation,1.3,gsm8k_train_18,335,371,1.1074626865671642,0.19253731343283587,1.2804903934671579,-0.002646786277105526,36,1.1106632118482431,0.002646786277105526,0.12601029872894287,-0.003210412651153816,-0.06353759765625,-0.05431647300720215,-0.005401465497633984,-0.05721278795614637,-0.015323673324542942,True,the final answer,320,True,final answer,355,1.109375,1.0597014925373134,True,True,12.498040405975189,29.68465358958422,0.6045454545454545,0.7579908675799086,0.13761467889908258,2
careful_double_check,deliberation,1.3,gsm8k_train_19,293,410,1.3993174061433447,0.09931740614334461,1.2464896476686635,0.003594718813647509,117,1.4368082342724282,-0.003594718813647509,-0.056396484375,0.0025602336225962925,0.05419921875,0.023681640625,0.04462358732544969,0.027149506309817717,0.02333102935038838,True,final answer,287,True,final answer,395,1.3763066202090593,1.348122866894198,True,True,13.835287234047428,29.6343684857533,0.7509293680297398,0.8917910447761194,0.0449438202247191,2
two_path_reflection,deliberation,2.0,gsm8k_train_0,225,429,1.9066666666666667,0.09333333333333327,1.3104660711603855,-0.008149411014511686,204,1.744732762591876,0.008149411014511686,0.16410064697265625,-0.009365155011470415,-0.1472930908203125,-0.07990570068359375,0.10382835752896802,0.28513333613546,0.07042483051035639,True,final answer,212,True,final answer,193,0.910377358490566,0.8577777777777778,True,True,14.166975302970968,30.281693221419964,0.47555555555555556,0.5178571428571429,0.4484304932735426,6
two_path_reflection,deliberation,2.0,gsm8k_train_1,962,554,0.5758835758835759,1.4241164241164241,1.2547434841687668,0.00207956491558451,-408,0.576354201909437,-0.00207956491558451,-0.041015625,-0.0006498977260493005,-0.01171875,0.007421875000000001,-0.06534418395520203,-0.04992597403362575,-0.03133387081052024,False,,,True,final answer,505,,0.524948024948025,False,False,18.259802979999222,30.339867336291686,0.7520215633423181,0.8675675675675676,0.07588075880758807,2
two_path_reflection,deliberation,2.0,gsm8k_train_2,692,694,1.0028901734104045,0.9971098265895955,1.262049001384884,0.000738493658935818,2,1.0299434404994359,-0.000738493658935818,-0.01611328125,0.0016434470729934031,0.0888671875,0.026171875,-0.05835105524412154,-0.007913948618667455,-0.01893194413363908,False,,,True,final answer,653,,0.9436416184971098,False,False,23.429251945985015,29.621090831238778,0.5448577680525164,0.6600877192982456,0.27472527472527475,3
two_path_reflection,deliberation,2.0,gsm8k_train_3,299,502,1.6789297658862876,0.3210702341137124,1.2307718150575302,0.006480035884025922,203,1.7018292113228353,-0.006480035884025922,-0.100341796875,0.011455868096714613,0.16552734375,0.05693359375,0.15682182655421206,0.21182158568386722,0.08422865467245107,False,,,True,final answer,477,,1.5953177257525084,False,True,16.727729970996734,30.010049233840423,0.47019867549668876,0.5249169435215947,0.45,2
two_path_reflection,deliberation,2.0,gsm8k_train_4,320,516,1.6125,0.38749999999999996,1.2567171721941606,0.001717255690632189,196,1.654152975141445,-0.001717255690632189,-0.045546531677246094,0.0008345160543914787,0.015043258666992188,0.018401336669921876,-0.038932365732503804,0.026762127992476348,0.005559730057495528,True,final answer,298,True,final answer,178,0.5973154362416108,0.55625,True,True,17.423464555002283,29.615235154357187,0.6842105263157895,0.7888888888888889,0.15041782729805014,2
two_path_reflection,deliberation,2.0,gsm8k_train_5,302,555,1.8377483443708609,0.16225165562913912,1.2690421112215262,-0.0005452290836262235,253,1.8864510141333226,0.0005452290836262235,0.018383026123046875,0.00042725173004301564,0.01251220703125,-0.0006065368652343754,0.05568556579295336,0.13376986432389382,0.05025074271657601,True,final answer,282,True,final answer,507,1.797872340425532,1.6788079470198676,True,False,18.747445703018457,29.60403293290464,0.511400651465798,0.5882352941176471,0.3770491803278688,2
two_path_reflection,deliberation,2.0,gsm8k_train_6,197,317,1.6091370558375635,0.3908629441624365,1.2807593157792914,-0.0026961522524916537,120,1.621467303755263,0.0026961522524916537,0.1055908203125,-0.0034934183633625673,-0.135498046875,-0.058691406249999994,0.029024135392808237,0.12789565272427694,0.03541610715763168,True,final answer,190,True,final answer,300,1.5789473684210527,1.5228426395939085,True,True,10.503471828997135,30.180496997654817,0.46524064171123,0.5161290322580645,0.4648648648648649,2
two_path_reflection,deliberation,2.0,gsm8k_train_7,332,729,2.1957831325301207,0.1957831325301207,1.2672201353492323,-0.0002107696058974676,397,2.198294413928678,0.0002107696058974676,0.013575553894042969,-0.0007637759002353623,-0.06719970703125,-0.02289237976074219,-0.09082396410837301,-0.08224546279810907,-0.04945326391602727,True,final answer,325,True,final answer,707,2.1753846153846155,2.1295180722891565,True,True,24.59465145599097,29.64059081318772,0.6692111959287532,0.8341836734693877,0.07672634271099744,1
two_path_reflection,deliberation,2.0,gsm8k_train_8,182,365,2.0054945054945055,0.005494505494505475,1.2957756134471041,-0.005452688797112592,183,2.051466956394699,0.005452688797112592,0.08984375,-0.00690507166007278,-0.1103515625,-0.047314453124999996,-0.11027763148734215,-0.10120247913267244,-0.05797119302809861,True,final answer,170,True,final answer,169,0.9941176470588236,0.9285714285714286,False,True,12.293990304984618,29.689302736151514,0.652542372881356,0.7531914893617021,0.1794871794871795,3
two_path_reflection,deliberation,2.0,gsm8k_train_9,222,396,1.7837837837837838,0.21621621621621623,1.2815896785629886,-0.0028485816601385937,174,1.7880113746505784,0.0028485816601385937,0.05084419250488281,-0.006720120720858768,-0.12504959106445312,-0.041490173339843756,-0.031748075630075645,-0.08520755248514211,-0.0243602934165545,True,final answer,214,True,final answer,179,0.8364485981308412,0.8063063063063063,True,True,13.086008461017627,30.261328439428905,0.4957983193277311,0.5485232067510548,0.4322033898305085,2
two_path_reflection,deliberation,2.0,gsm8k_train_10,190,337,1.7736842105263158,0.22631578947368425,1.2547003933520575,0.002087475081833475,147,1.7793260635525978,-0.002087475081833475,-0.09279632568359375,0.0037162118001437053,0.1269989013671875,0.048358154296875,-0.09041380173054514,-0.2190521839220163,-0.08388848675648895,True,final answer,184,True,final answer,314,1.7065217391304348,1.6526315789473685,True,True,11.394710417021997,29.57512632322558,0.6859903381642513,0.7864077669902912,0.14146341463414633,2
two_path_reflection,deliberation,2.0,gsm8k_train_11,200,470,2.35,0.3500000000000001,1.2545225377158589,0.002120123979164523,270,2.4183596779246104,-0.002120123979164523,-0.0341796875,0.0012622965996208803,0.04296875,0.02734375,0.011249545264850447,0.03807509774872253,0.01834218822772851,True,final answer,192,True,final answer,448,2.3333333333333335,2.24,True,False,15.867734985949937,29.619854403678964,0.8557993730407524,0.940251572327044,0.01892744479495268,1
two_path_reflection,deliberation,2.0,gsm8k_train_12,148,304,2.054054054054054,0.054054054054053946,1.2793018028326284,-0.0024285971073678228,156,2.060129388343823,0.0024285971073678228,-0.001953125,-0.004581452974544417,-0.052734375,0.006119791666666668,-0.027083424886585366,-0.12707613449322963,-0.018222311413221583,True,final answer,135,True,final answer,228,1.6888888888888889,1.5405405405405406,True,True,10.235189707018435,29.70145241094479,0.8235294117647058,0.9136363636363637,0.0502283105022831,2
two_path_reflection,deliberation,2.0,gsm8k_train_13,290,392,1.3517241379310345,0.6482758620689655,1.2535510335302003,0.002298462664921937,102,1.3702347591786423,-0.002298462664921937,-0.0655519962310791,0.0009766007576035851,0.008544921875,0.017211961746215823,-0.013475246260105544,0.05853687366444449,0.005018411620047081,True,final answer,283,True,final answer,369,1.303886925795053,1.2724137931034483,True,True,13.062451266974676,30.00968133684674,0.7522935779816514,0.8571428571428571,0.0787037037037037,1
two_path_reflection,deliberation,2.0,gsm8k_train_14,213,372,1.7464788732394365,0.2535211267605635,1.2458951508713219,0.0037038503841440923,159,1.7505867661211825,-0.0037038503841440923,-0.017303466796875,0.009435169499736856,0.1138916015625,0.026885986328124997,-0.11092859914296671,-0.09340035221088616,-0.06117521736927727,True,final answer,207,True,final answer,359,1.7342995169082125,1.6854460093896713,True,True,12.559593601035886,29.618792758494855,0.6993006993006993,0.8421052631578947,0.0880281690140845,1
two_path_reflection,deliberation,2.0,gsm8k_train_15,504,518,1.0277777777777777,0.9722222222222223,1.2293100555746874,0.006748370564320606,14,1.0538780338503944,-0.006748370564320606,-0.10302734375,0.010523363984364317,0.10791015625,0.054345703125,-0.004313432258465699,-0.08455366856519086,-0.02359901435977112,True,final answer,486,True,final answer,502,1.0329218106995885,0.996031746031746,True,True,17.461315659049433,29.665576759191303,0.47770700636942676,0.549520766773163,0.4198717948717949,2
two_path_reflection,deliberation,2.0,gsm8k_train_16,323,385,1.1919504643962848,0.8080495356037152,1.2561559276447598,0.0018202831575296202,62,1.215202563538856,-0.0018202831575296202,-0.03859710693359375,0.00044954492736620777,0.009735107421875,0.01557159423828125,0.05574189987419764,0.04894039754317303,0.03467487579408344,True,final answer,315,True,final answer,367,1.1650793650793652,1.1362229102167183,True,True,12.905689299979713,29.831804489559904,0.4549019607843137,0.5590551181102362,0.36363636363636365,2
two_path_reflection,deliberation,2.0,gsm8k_train_17,271,611,2.254612546125461,0.25461254612546114,1.2886490004735949,-0.004144458930109065,340,2.2686143312034175,0.004144458930109065,0.08233642578125,0.0010059762100176617,-0.00732421875,-0.03215332031250001,0.10683834703054074,0.32189580183492517,0.1062322378340431,True,final answer,263,True,final answer,586,2.2281368821292777,2.162361623616236,False,False,20.206236669037025,30.238188832869817,0.7698863636363636,0.8717948717948718,0.08571428571428572,1
two_path_reflection,deliberation,2.0,gsm8k_train_18,335,513,1.5313432835820895,0.4686567164179105,1.2890826536546118,-0.004224064493851108,178,1.536186703570466,0.004224064493851108,0.19296598434448242,-0.0035038967442714217,-0.03729248046875,-0.06753673553466798,-0.019308833947526916,-0.040045342434860576,-0.011840188805579112,True,the final answer,320,True,the final answer,498,1.55625,1.4865671641791045,True,True,17.28635943599511,29.67657833909136,0.4364820846905538,0.5228758169934641,0.42950819672131146,4
two_path_reflection,deliberation,2.0,gsm8k_train_19,293,546,1.863481228668942,0.13651877133105805,1.2538036662545637,0.0022520869635020164,253,1.9002601829156969,-0.0022520869635020164,-0.028076171875,0.0015429293093241411,0.02880859375,0.00859375,-0.09175478786191626,-0.10250880326058986,-0.04358216691308683,True,final answer,287,True,final answer,509,1.7735191637630663,1.7372013651877134,True,True,18.297950152948033,29.83940799030062,0.709480122324159,0.8496932515337423,0.08,1
uncertainty_maintenance,deliberation,3.0,gsm8k_train_0,225,225,1.0,2.0,1.284689014836584,-0.003417525742843306,0,0.9230768116140858,0.003417525742843306,0.07819557189941406,-0.005638225749448812,-0.10585403442382812,-0.05214195251464844,0.05515366187216575,0.1437173992405425,0.029764173036470026,True,final answer,212,True,final answer,212,1.0,0.9422222222222222,True,True,7.495248941995669,30.019016278342846,0.9038461538461539,0.9805825242718447,0.0,3
uncertainty_maintenance,deliberation,3.0,gsm8k_train_1,962,168,0.17463617463617465,2.8253638253638256,1.2921971841892144,-0.004795797781768831,-794,0.17900335979639379,0.004795797781768831,0.05859375,-0.008429202551095742,-0.087890625,-0.0365234375,-0.09044101890329848,-0.10305630489431294,-0.04749689299759678,False,,,False,,,,,False,False,5.6711065379786305,29.62384833981284,0.7948717948717948,0.8879310344827587,0.05217391304347826,1
