condition,family,target_tau,id,baseline_length,attacked_length,length_ratio,control_error,predicted_length_ratio,curve_shift,extra_tokens,latency_ratio,mean_delta_risk,mean_delta_margin,risk_late_shift,margin_late_shift,weighted_margin_auc,probe_margin_mean_shift,probe_margin_late_shift,probe_weighted_margin_auc,baseline_onset_found,baseline_onset_marker,baseline_onset_token,attacked_onset_found,attacked_onset_marker,attacked_onset_token,onset_delay_ratio,preanswer_token_ratio,baseline_correct,attacked_correct,latency_sec,tokens_per_sec,distinct_2,distinct_3,repeat_4gram_rate,max_repeated_line_count
uncertainty_maintenance,deliberation,3.0,gsm8k_train_2,692,457,0.6604046242774566,2.3395953757225434,1.2680302380836028,-0.00035947988333000604,-235,0.6783513629085841,0.00035947988333000604,0.0411376953125,-0.0006109090622039527,-0.0263671875,-0.01767578125,-0.0974784509856923,-0.05662454925376714,-0.03510536160373295,False,,,False,,,,,False,False,15.431201718980446,29.61532149747534,0.725,0.8150470219435737,0.1289308176100629,1
uncertainty_maintenance,deliberation,3.0,gsm8k_train_3,299,357,1.193979933110368,1.806020066889632,1.2522400445662596,0.0025391204534554864,58,1.225525818254989,-0.0025391204534554864,-0.055908203125,0.00159658613511416,0.03076171875,0.024169921875000003,-0.0072658835406163025,0.04704451673821808,0.005428393509533789,False,,,True,final answer,339,,1.1337792642140467,False,True,12.046017793007195,29.636350048166225,0.8617886178861789,0.9591836734693877,0.004098360655737705,1
uncertainty_maintenance,deliberation,3.0,gsm8k_train_4,320,273,0.853125,2.146875,1.2667921280525594,-0.0001322004551825096,-47,0.8691110873197152,0.0001322004551825096,0.031084060668945312,-0.0009089682575336832,-0.055088043212890625,-0.017768859863281253,-0.08788885109494537,-0.026654808133499408,-0.02543730336372105,True,final answer,298,True,final answer,250,0.8389261744966443,0.78125,True,True,9.154489609994926,29.821433157992445,0.61,0.7386934673366834,0.1717171717171717,1
uncertainty_maintenance,deliberation,3.0,gsm8k_train_5,302,529,1.7516556291390728,1.2483443708609272,1.269099829725514,-0.0005558244493457064,227,1.7665982195357683,0.0005558244493457064,0.011913299560546875,7.223877731387524e-05,0.01397705078125,-0.001070404052734376,-0.011268376220152643,0.16095784672655844,0.031109947712938756,True,final answer,282,False,,,,,True,False,17.55635526799597,30.131538803178056,0.81875,0.9122257053291536,0.040880503144654086,4
uncertainty_maintenance,deliberation,3.0,gsm8k_train_6,197,188,0.9543147208121827,2.0456852791878175,1.290596192996916,-0.004501904384953289,-9,0.9800992118035559,0.004501904384953289,0.1622314453125,-0.0049071483735469885,-0.18115234375,-0.082568359375,0.04015306539478036,0.14787326110023225,0.04106148531170706,True,final answer,190,True,the final answer,180,0.9473684210526315,0.9137055837563451,True,True,6.348844923952129,29.611685629733543,0.8782608695652174,0.956140350877193,0.017699115044247787,1
uncertainty_maintenance,deliberation,3.0,gsm8k_train_7,332,390,1.1746987951807228,1.8253012048192772,1.272101073813322,-0.0011067617835931042,58,1.176387421963785,0.0011067617835931042,0.13104915618896484,-0.001921058376244377,-0.20792388916015625,-0.08078041076660156,-0.05126922420977742,-0.04557737294520692,-0.028961363334446148,True,final answer,325,True,final answer,383,1.1784615384615384,1.1536144578313252,True,True,13.161493945983239,29.631894494699385,0.7162162162162162,0.8371040723981901,0.09545454545454546,1
uncertainty_maintenance,deliberation,3.0,gsm8k_train_8,182,281,1.543956043956044,1.456043956043956,1.3058192751223476,-0.007296400280600414,99,1.580461028986275,0.007296400280600414,0.120361328125,-0.008620233706453182,-0.13330078125,-0.06494140625,-0.04284198693863628,-0.006940647990111515,-0.015249900567430386,True,final answer,170,True,final answer,269,1.5823529411764705,1.478021978021978,False,True,9.471355367044453,29.66840426848923,0.8023255813953488,0.9005847953216374,0.052941176470588235,2
uncertainty_maintenance,deliberation,3.0,gsm8k_train_9,222,354,1.5945945945945945,1.4054054054054055,1.2885614835477601,-0.004128393478446299,132,1.6036784858313122,0.004128393478446299,0.12281680107116699,-0.006578356437758656,-0.10938787460327148,-0.0605550765991211,0.0027467902741031835,-0.02183563621603124,0.0017176515213109134,True,final answer,214,False,,,,,True,True,11.736922109033912,30.16122938462087,0.730593607305936,0.8761467889908257,0.055299539170506916,1
uncertainty_maintenance,deliberation,3.0,gsm8k_train_10,190,325,1.7105263157894737,1.2894736842105263,1.2650288323199124,0.00019148712970296598,135,1.710945408531471,-0.00019148712970296598,0.018566131591796875,0.002130279296544007,0.07224273681640625,0.0082916259765625,-0.16231279910503704,-0.3077637551092569,-0.10503794663753241,True,final answer,184,False,,,,,True,True,10.956804302986711,29.661933444536228,0.8388429752066116,0.91701244813278,0.04583333333333333,1
uncertainty_maintenance,deliberation,3.0,gsm8k_train_11,200,189,0.945,2.055,1.2775264795726649,-0.0021027016334724704,-11,0.9705545521852106,0.0021027016334724704,0.0625,-0.004683708620009521,-0.08837890625,-0.027685546874999998,-0.01117528059494255,-0.05886735158058176,-0.004140606534951585,True,final answer,192,True,final answer,181,0.9427083333333334,0.905,True,True,6.36816043703584,29.678900503325416,0.8272727272727273,0.8899082568807339,0.08333333333333333,1
uncertainty_maintenance,deliberation,3.0,gsm8k_train_12,148,149,1.0067567567567568,1.9932432432432432,1.269216943598002,-0.00057732300222052,1,1.0118350764233162,0.00057732300222052,-0.023763020833333332,0.002136996746740033,0.025390625,0.021093749999999998,0.05622622876421879,-0.034000581144796094,0.012031258832484801,True,final answer,135,True,final answer,144,1.0666666666666667,0.972972972972973,True,True,5.027025980991311,29.639791113754644,0.8557692307692307,0.9223300970873787,0.049019607843137254,1
uncertainty_maintenance,deliberation,3.0,gsm8k_train_13,290,291,1.0034482758620689,1.9965517241379311,1.269293940353723,-0.0005914572699113111,1,1.0311848217540733,0.0005914572699113111,0.05993223190307617,-0.0019587198808418745,-0.048095703125,-0.021654415130615237,-0.03300260693149193,-0.009139306764478938,-0.012395429402462587,True,final answer,283,True,final answer,284,1.0035335689045937,0.9793103448275862,True,True,9.830287395045161,29.602389869768718,0.8055555555555556,0.9329608938547486,0.02247191011235955,1
uncertainty_maintenance,deliberation,3.0,gsm8k_train_14,213,207,0.971830985915493,2.028169014084507,1.2895412788680365,-0.004308254164904295,-6,0.9756071238778484,0.004308254164904295,0.0922393798828125,0.004098149165383966,0.05078125,-0.0145416259765625,-0.12173229922450624,0.04034275805381782,-0.035074149832358306,True,final answer,207,True,final answer,201,0.9710144927536232,0.9436619718309859,True,True,6.999498240998946,29.57354839915748,0.8666666666666667,0.9831932773109243,0.0,1
uncertainty_maintenance,deliberation,3.0,gsm8k_train_15,504,435,0.8630952380952381,2.136904761904762,1.2596035437859459,0.0011874054605607158,-69,0.8723776470130453,-0.0011874054605607158,-0.0111083984375,0.004181744469725503,0.0517578125,0.016845703125,-0.19220953556390796,-0.1463170797732496,-0.07609537449572987,True,final answer,486,True,final answer,426,0.8765432098765432,0.8452380952380952,True,True,14.454102827003226,30.095261200669672,0.7613168724279835,0.8677685950413223,0.07883817427385892,7
uncertainty_maintenance,deliberation,3.0,gsm8k_train_16,323,256,0.7925696594427245,2.2074303405572753,1.2618569549781846,0.0007737475510762627,-67,0.8139646967898511,-0.0007737475510762627,-0.020160675048828125,0.00150419101288159,0.03955078125,0.015067291259765626,0.1305605333187001,0.1303141311721503,0.07171818015111012,True,final answer,315,True,final answer,238,0.7555555555555555,0.7368421052631579,True,False,8.644464546989184,29.614327019151613,0.6959459459459459,0.8299319727891157,0.10273972602739725,3
uncertainty_maintenance,deliberation,3.0,gsm8k_train_17,271,348,1.2841328413284132,1.7158671586715868,1.3357435951792043,-0.01278959731454504,77,1.3191082449899523,0.01278959731454504,0.17864990234375,-0.01752583144969566,-0.213623046875,-0.1008056640625,-0.07732943289917826,0.24985748987097756,0.0440780344186626,True,final answer,263,True,final answer,333,1.2661596958174905,1.2287822878228782,False,False,11.7491162000224,29.61924914823266,0.8325358851674641,0.9230769230769231,0.033816425120772944,1
uncertainty_maintenance,deliberation,3.0,gsm8k_train_18,335,320,0.9552238805970149,2.044776119402985,1.275348600156048,-0.0017029090657911484,-15,0.95984488742311,0.0017029090657911484,0.11959749460220337,-0.0001315195631654848,-0.01751708984375,-0.03445398807525635,-0.058851043498069355,-0.07685515280554966,-0.03644868668496533,True,the final answer,320,True,final answer,307,0.959375,0.9164179104477612,True,True,10.800916117965244,29.6271164876229,0.7286432160804021,0.8434343434343434,0.09137055837563451,2
uncertainty_maintenance,deliberation,3.0,gsm8k_train_19,293,436,1.4880546075085324,1.5119453924914676,1.2686007929877292,-0.00046421644880901593,143,1.522253148671164,0.00046421644880901593,0.02783203125,0.0017900319230086982,0.0361328125,-0.007275390625000003,-0.06618053798076273,-0.024823052350008812,-0.015626660567620784,True,final answer,287,True,final answer,430,1.4982578397212543,1.4675767918088738,True,False,14.658051820995752,29.744744071342872,0.7111111111111111,0.8364312267657993,0.08955223880597014,1
micro_step_deliberation,deliberation,2.0,gsm8k_train_0,225,185,0.8222222222222222,1.1777777777777778,1.2903532035784675,-0.00445729890184906,-40,0.7660135875899207,0.00445729890184906,0.1009521484375,-0.0069540027052829995,-0.134521484375,-0.06500244140625,0.1775670379967491,0.306056177828427,0.10304398507542306,True,final answer,212,True,final answer,172,0.8113207547169812,0.7644444444444445,True,True,6.219918493996374,29.743155023424627,0.8316831683168316,0.93,0.020202020202020204,1
micro_step_deliberation,deliberation,2.0,gsm8k_train_1,962,1024,1.0644490644490645,0.9355509355509355,1.2716110517004364,-0.0010168085946165428,62,1.0913684799261925,0.0010168085946165428,0.017578125,-0.000845056598557048,-0.013671875,-0.010351562500000001,0.0921567547094837,0.05966161357346467,0.03798769745744907,False,,,False,,,,,False,False,34.57626118802,29.61569483848057,0.7147435897435898,0.8154093097913323,0.12379421221864952,10
micro_step_deliberation,deliberation,2.0,gsm8k_train_2,692,626,0.9046242774566474,1.0953757225433525,1.2646775600949562,0.0002559700499687921,-66,0.9186850664461644,-0.0002559700499687921,0.0318603515625,0.000662526046862514,0.0283203125,-0.003955078125000001,0.08224958488707346,0.03568523518551103,0.030023828102487424,False,,,True,final answer,605,,0.8742774566473989,False,False,20.898335806035902,29.954538285254145,0.6197183098591549,0.7694117647058824,0.15566037735849056,2
micro_step_deliberation,deliberation,2.0,gsm8k_train_3,299,280,0.9364548494983278,1.0635451505016722,1.2684831163858366,-0.0004426145958929366,-19,0.9617258288959736,0.0004426145958929366,-0.025390625,-0.0028014174067973116,-0.025390625,0.0025390625000000014,0.2795848348815133,0.2718490982535693,0.13347085696034922,False,,,True,final answer,268,,0.8963210702341137,False,False,9.453057842038106,29.620045140825162,0.8352272727272727,0.9314285714285714,0.028735632183908046,1
micro_step_deliberation,deliberation,2.0,gsm8k_train_4,320,208,0.65,1.35,1.2637354136905912,0.00042891953801618785,-112,0.667029886781279,-0.00042891953801618785,0.007798194885253906,-0.00040913854787738915,-0.04086494445800781,-0.009809112548828127,0.1705226062782088,0.23016199552796346,0.10269976586007487,True,final answer,298,True,final answer,186,0.6241610738255033,0.58125,True,True,7.025935185025446,29.604599889181397,0.7887323943661971,0.8794326241134752,0.05714285714285714,1
micro_step_deliberation,deliberation,2.0,gsm8k_train_5,302,408,1.3509933774834437,0.6490066225165563,1.2787534467148698,-0.0023279355653881223,106,1.3872310114359694,0.0023279355653881223,0.06545639038085938,-0.0005122074222590391,-0.01092529296875,-0.021984100341796875,0.18683212693396434,0.2980462179812551,0.1152187763841015,True,final answer,282,True,final answer,401,1.4219858156028369,1.3278145695364238,True,True,13.786224964016583,29.594758613392756,0.8143459915611815,0.9067796610169492,0.03829787234042553,1
micro_step_deliberation,deliberation,2.0,gsm8k_train_6,197,139,0.7055837563451777,1.2944162436548223,1.2779816276999147,-0.002186253017024865,-58,0.7242061259533086,0.002186253017024865,0.0849609375,-0.003177860584763782,-0.119384765625,-0.047607421875,0.24496484608125613,0.34923533082370284,0.14330832183392156,True,final answer,190,True,final answer,131,0.6894736842105263,0.6649746192893401,True,True,4.691231592965778,29.629745887715757,0.8823529411764706,0.9523809523809523,0.012048192771084338,1
micro_step_deliberation,deliberation,2.0,gsm8k_train_7,332,411,1.2379518072289157,0.7620481927710843,1.268578425973647,-0.0004601105438066114,79,1.2283231003490704,0.0004601105438066114,0.05733299255371094,-0.0006456633291357316,-0.06380462646484375,-0.03058319091796875,0.15335091129486145,0.20768922307703974,0.07452952279843156,True,final answer,325,True,final answer,389,1.196923076923077,1.1716867469879517,True,True,13.742553471005522,29.90710575491963,0.6406926406926406,0.7869565217391304,0.1091703056768559,2
micro_step_deliberation,deliberation,2.0,gsm8k_train_8,182,207,1.1373626373626373,0.8626373626373627,1.287518171407912,-0.003936873031492021,25,1.141957430945011,0.003936873031492021,0.070068359375,-0.0034381726328749015,-0.06201171875,-0.03583984375,0.1450037019353263,0.19009862344479478,0.08443586659538456,True,final answer,170,True,final answer,194,1.1411764705882352,1.065934065934066,False,True,6.843499740993138,30.247681425346247,0.753731343283582,0.8721804511278195,0.06060606060606061,1
micro_step_deliberation,deliberation,2.0,gsm8k_train_9,222,320,1.4414414414414414,0.5585585585585586,1.2835036004691773,-0.00319991963935756,98,1.4733405925467737,0.00319991963935756,0.10079288482666016,-0.0063545936034083775,-0.11917304992675781,-0.06297988891601564,0.30670172425536313,0.22016571043199162,0.13837345812080026,True,final answer,214,True,final answer,305,1.425233644859813,1.3738738738738738,True,True,10.783011637046002,29.676310364037015,0.7473684210526316,0.8835978835978836,0.05319148936170213,6
micro_step_deliberation,deliberation,2.0,gsm8k_train_10,190,281,1.4789473684210526,0.5210526315789474,1.2624983782994632,0.0006560016948878775,91,1.4782887615863824,-0.0006560016948878775,-0.022655487060546875,0.0022385583400098517,0.07656097412109375,0.0180267333984375,0.11396234230613844,0.12845848945292104,0.055168625416783176,True,final answer,184,True,final answer,267,1.451086956521739,1.4052631578947368,True,True,9.46688338695094,29.68241907229233,0.7710843373493976,0.8666666666666667,0.06097560975609756,3
micro_step_deliberation,deliberation,2.0,gsm8k_train_11,200,229,1.145,0.855,1.260360320331369,0.0010484842531021023,29,1.1754964836740351,-0.0010484842531021023,-0.0181884765625,0.0009787129573029674,0.034423828125,0.0164794921875,0.3196453843823215,0.22183526163912903,0.13981677208460902,True,final answer,192,True,the final answer,213,1.109375,1.065,True,True,7.712858781975228,29.690677150107774,0.8601398601398601,0.9366197183098591,0.02127659574468085,1
micro_step_deliberation,deliberation,2.0,gsm8k_train_12,148,174,1.1756756756756757,0.8243243243243243,1.2610142023906352,0.0009284513507108067,26,1.179754915764599,-0.0009284513507108067,-0.023111979166666668,-0.004235364078442147,-0.048828125,0.0010416666666666675,0.20553222936698035,0.18846136392421986,0.07858665502727842,True,final answer,135,True,final answer,161,1.1925925925925926,1.087837837837838,True,True,5.861289800028317,29.686298739086297,0.8833333333333333,0.9495798319327731,0.00847457627118644,1
micro_step_deliberation,deliberation,2.0,gsm8k_train_13,290,237,0.8172413793103448,1.1827586206896552,1.2716355965861905,-0.0010213142907648947,-53,0.8326980770876757,0.0010213142907648947,0.038219451904296875,-0.0022725634800655464,-0.065673828125,-0.024831390380859377,0.19365602605581733,0.17695147222968766,0.09280070769969165,True,final answer,283,True,final answer,219,0.773851590106007,0.7551724137931034,True,True,7.938112778996583,29.855962821172966,0.73125,0.9119496855345912,0.03164556962025317,1
micro_step_deliberation,deliberation,2.0,gsm8k_train_14,213,210,0.9859154929577465,1.0140845070422535,1.3046667037267952,-0.007084823150044754,-3,0.9807927168481637,0.007084823150044754,0.1219635009765625,-0.0036412373775783144,-0.0460205078125,-0.0442535400390625,0.22055192992297812,0.3467356659993377,0.12658847777362311,True,final answer,207,True,final answer,197,0.9516908212560387,0.9248826291079812,True,True,7.036702303972561,29.843524839958736,0.8319327731092437,0.940677966101695,0.042735042735042736,1
micro_step_deliberation,deliberation,2.0,gsm8k_train_15,504,312,0.6190476190476191,1.380952380952381,1.2474270632730324,0.0034226377569114325,-192,0.6343902584273142,-0.0034226377569114325,-0.0345458984375,0.006908006327030102,0.06884765625,0.026562500000000003,0.14100550252762556,0.1184933252570679,0.07032128029802212,True,final answer,486,True,final answer,306,0.6296296296296297,0.6071428571428571,True,True,10.510977739002556,29.683251905508023,0.634020618556701,0.772020725388601,0.140625,1
micro_step_deliberation,deliberation,2.0,gsm8k_train_16,323,210,0.6501547987616099,1.3498452012383901,1.2563285498601444,0.001788594957438763,-113,0.668305415688295,-0.001788594957438763,-0.041717529296875,0.0014371162336566483,0.038299560546875,0.0220550537109375,0.25503862123567367,0.18370529317692252,0.12352144752710387,True,final answer,315,True,final answer,192,0.6095238095238096,0.5944272445820433,True,False,7.097534444998018,29.58773946465273,0.8064516129032258,0.9349593495934959,0.02459016393442623,1
micro_step_deliberation,deliberation,2.0,gsm8k_train_17,271,363,1.3394833948339484,0.6605166051660516,1.2739120014897223,-0.0014391931478409843,92,1.3796883542976084,0.0014391931478409843,0.03173828125,0.0025841454369332287,0.0235595703125,-0.0059326171875,0.2804854459838211,0.516087894926406,0.20435549609488846,True,final answer,263,True,final answer,347,1.3193916349809887,1.2804428044280443,False,False,12.288694924034644,29.539345084564868,0.6774193548387096,0.8218623481781376,0.08943089430894309,1
micro_step_deliberation,deliberation,2.0,gsm8k_train_18,335,136,0.4059701492537313,1.5940298507462687,1.2799142121696843,-0.0025410168765550092,-199,0.4079948037773937,0.0025410168765550092,0.13412880897521973,-0.002315510908713075,-0.04852294921875,-0.050593662261962886,0.23192362072600137,0.15028259067721095,0.095784827378333,True,the final answer,320,True,final answer,123,0.384375,0.36716417910447763,True,True,4.591072693001479,29.622706738517806,0.9382716049382716,0.975,0.0,1
micro_step_deliberation,deliberation,2.0,gsm8k_train_19,293,448,1.52901023890785,0.47098976109215007,1.264825885707012,0.00022874196890783176,155,1.5518502081608663,-0.00022874196890783176,0.00537109375,0.0016001425550583245,0.0322265625,0.0020507812499999997,0.2535166445361505,0.2936124634210868,0.13367688313561282,True,final answer,287,True,final answer,434,1.5121951219512195,1.4812286689419796,True,True,14.943047277978621,29.980498064823223,0.7403508771929824,0.8661971830985915,0.06713780918727916,1
