id,fraction,token_index,c_dir,c_conf,e_dir,p_finalize,direction_entropy,top_direction,top_prob,u_t,z_pos,z_neg,baseline_length,baseline_correct,latency_sec,tokens_per_sec,distinct_2,distinct_3,repeat_4gram_rate,max_repeated_line_count
gsm8k_train_0,0.1,22,0.19747060013342055,0.2584481322913278,0.6430204625437955,0.1373946053024081,0.8025293998665795,alternative,0.39680599049854187,-1.0540500838003464,-7.230098701174892,-6.176048617374546,225,True,6.879207180056255,32.70725740784566,0.9038461538461539,0.9805825242718447,0.0,3
gsm8k_train_0,0.2,45,0.24263111039135787,0.26939040828781624,0.6703349653421038,0.08451341631264496,0.7573688896086421,verify,0.551096701015914,-0.9977175834536487,-7.259448551125238,-6.261730967671589,225,True,6.879207180056255,32.70725740784566,0.9038461538461539,0.9805825242718447,0.0,3
gsm8k_train_0,0.3,68,0.12762782738009115,0.31500271915492456,0.6000292505771097,0.25919352834560777,0.8723721726199088,verify,0.3416133814628961,-0.7768335976588823,-6.821348613617843,-6.044515015958961,225,True,6.879207180056255,32.70725740784566,0.9038461538461539,0.9805825242718447,0.0,3
gsm8k_train_0,0.4,90,0.34264793222835155,0.3223316407872369,0.6743336377981957,0.02671822514180781,0.6573520677716485,alternative,0.4605336047073674,-0.7430770667129254,-7.3603453581223635,-6.617268291409438,225,True,6.879207180056255,32.70725740784566,0.9038461538461539,0.9805825242718447,0.0,3
gsm8k_train_0,0.5,112,0.15918105448150766,0.4523789540267889,0.7792085725403766,0.07766674591354693,0.8408189455184923,verify,0.42244711971557264,-0.19106330334874677,-6.437266056830126,-6.246202753481379,225,True,6.879207180056255,32.70725740784566,0.9038461538461539,0.9805825242718447,0.0,3
gsm8k_train_0,0.6,135,0.1270409941461902,0.27219321921586376,0.5590899972590995,0.324084526955861,0.8729590058538098,verify,0.34919043498776914,-0.9835234230875711,-5.580128985052156,-4.5966055619645845,225,True,6.879207180056255,32.70725740784566,0.9038461538461539,0.9805825242718447,0.0,3
gsm8k_train_0,0.7,158,0.2830081528457621,0.25954369117827075,0.6999225171674279,0.0450438973588093,0.7169918471542379,verify,0.5457327147955646,-1.0483415744912907,-6.762822042223823,-5.714480467732533,225,True,6.879207180056255,32.70725740784566,0.9038461538461539,0.9805825242718447,0.0,3
gsm8k_train_0,0.8,180,0.10587187176270141,0.27029955311338927,0.7583368553270273,0.13072659427976266,0.8941281282372986,alternative,0.42763049809961656,-0.9931033032140695,-6.68471689846903,-5.69161359525496,225,True,6.879207180056255,32.70725740784566,0.9038461538461539,0.9805825242718447,0.0,3
gsm8k_train_1,0.1,26,0.09957176372015031,0.27674325898395474,0.6155261473687129,0.28312749655587877,0.9004282362798497,alternative,0.32785320309155636,-0.9606740507530791,-5.7743954389381855,-4.813721388185106,256,False,6.599492266017478,38.790862945352835,0.875,0.9672131147540983,0.005494505494505495,1
gsm8k_train_1,0.2,51,0.18922346378878685,0.3588849057815917,0.747531182843769,0.07588260092532677,0.8107765362112132,alternative,0.5168422990675254,-0.5802072545881245,-6.192491376945238,-5.612284122357114,256,False,6.599492266017478,38.790862945352835,0.875,0.9672131147540983,0.005494505494505495,1
gsm8k_train_1,0.3,77,0.17547779921678042,0.3026367801091847,0.6511008411334811,0.15097688913688656,0.8245222007832196,alternative,0.481727211528411,-0.8347730530253292,-6.317988663742068,-5.483215610716739,256,False,6.599492266017478,38.790862945352835,0.875,0.9672131147540983,0.005494505494505495,1
gsm8k_train_1,0.4,102,0.1016479442628907,0.33984526958166267,0.8324733882880618,0.08541046311681554,0.8983520557371093,alternative,0.3710061399577952,-0.6639838230116162,-5.908831067196555,-5.244847244184939,256,False,6.599492266017478,38.790862945352835,0.875,0.9672131147540983,0.005494505494505495,1
gsm8k_train_1,0.5,128,0.140890617670702,0.23246261072254565,0.6636557736178017,0.17431390716863465,0.859109382329298,alternative,0.4478048405694038,-1.1944577959468727,-6.7183933901590835,-5.523935594212211,256,False,6.599492266017478,38.790862945352835,0.875,0.9672131147540983,0.005494505494505495,1
gsm8k_train_1,0.6,154,0.06420753385879774,0.3249509724734251,0.8141371344939395,0.12535797054249967,0.9357924661412023,alternative,0.352925669765112,-0.7311110045853413,-6.940430431545739,-6.2093194269603975,256,False,6.599492266017478,38.790862945352835,0.875,0.9672131147540983,0.005494505494505495,1
gsm8k_train_1,0.7,179,0.12244603106691743,0.31346950038185695,0.8801366815071505,0.047885027948095384,0.8775539689330826,alternative,0.3887113268886469,-0.7839485840421414,-6.741030884227094,-5.957082300184952,256,False,6.599492266017478,38.790862945352835,0.875,0.9672131147540983,0.005494505494505495,1
gsm8k_train_1,0.8,205,0.0934138739869389,0.35788195610324897,0.7294629017385431,0.1649845759353273,0.9065861260130611,alternative,0.4142568677238051,-0.5845689553140554,-5.925043655625165,-5.34047470031111,256,False,6.599492266017478,38.790862945352835,0.875,0.9672131147540983,0.005494505494505495,1
gsm8k_train_2,0.1,26,0.14633805616062767,0.3778310082115418,0.5689255326527641,0.27197936637401804,0.8536619438393723,verify,0.42478463669879096,-0.498764719384738,-6.859772791333724,-6.361008071948986,256,False,6.6353853099863045,38.58103004428666,0.821656050955414,0.9487179487179487,0.01935483870967742,1
gsm8k_train_2,0.2,51,0.1055292514696482,0.2471859088000355,0.7163358732158397,0.16418370471701044,0.8944707485303518,verify,0.36685317361881986,-1.1136775857579462,-7.082543911768779,-5.968866326010833,256,False,6.6353853099863045,38.58103004428666,0.821656050955414,0.9487179487179487,0.01935483870967742,1
gsm8k_train_2,0.3,77,0.15315651874541159,0.31909263233889923,0.7767258720183462,0.08305635198028846,0.8468434812545884,verify,0.4022924901853618,-0.7579448287656652,-7.6023122381331785,-6.844367409367513,256,False,6.6353853099863045,38.58103004428666,0.821656050955414,0.9487179487179487,0.01935483870967742,1
gsm8k_train_2,0.4,102,0.13378792394841255,0.3460878862542288,0.8160756342271863,0.07357649971716204,0.8662120760515875,alternative,0.3821928559077538,-0.6362802104566718,-6.154652996347867,-5.518372785891195,256,False,6.6353853099863045,38.58103004428666,0.821656050955414,0.9487179487179487,0.01935483870967742,1
gsm8k_train_2,0.5,128,0.11622993347027932,0.36477751639950734,0.6900583948337637,0.17630818266927467,0.8837700665297207,verify,0.399827927769824,-0.5546876817789768,-7.42337935615308,-6.868691674374103,256,False,6.6353853099863045,38.58103004428666,0.821656050955414,0.9487179487179487,0.01935483870967742,1
gsm8k_train_2,0.6,154,0.09697346536462736,0.2802911670028274,0.8143401669414699,0.099712112610989,0.9030265346353726,verify,0.41084150130071645,-0.9430177865845977,-7.307161236541663,-6.364143449957066,256,False,6.6353853099863045,38.58103004428666,0.821656050955414,0.9487179487179487,0.01935483870967742,1
gsm8k_train_2,0.7,179,0.10881175801060827,0.2528064287479152,0.8062488778742389,0.0961828119473125,0.8911882419893917,verify,0.37409215431908593,-1.0837001909698607,-6.777853314951354,-5.6941531239814935,256,False,6.6353853099863045,38.58103004428666,0.821656050955414,0.9487179487179487,0.01935483870967742,1
gsm8k_train_2,0.8,205,0.0925804099792854,0.30493582707307965,0.5893946001325803,0.3435483646871653,0.9074195900207146,finalize,0.3435483646871653,-0.8239028250183091,-6.579007886387478,-5.755105061369169,256,False,6.6353853099863045,38.58103004428666,0.821656050955414,0.9487179487179487,0.01935483870967742,1
gsm8k_train_3,0.1,26,0.15036179673650385,0.2873406222251769,0.6805061459399128,0.1507790796744987,0.8496382032634962,alternative,0.4559352014674589,-0.9083352261865238,-7.47129459245342,-6.562959366266896,256,True,6.770337938971352,37.81199731942705,0.8957055214723927,0.9691358024691358,0.0,3
gsm8k_train_3,0.2,51,0.19445452348631465,0.3671653436002524,0.8013582108178677,0.04566810499783698,0.8055454765136854,verify,0.43585624730882294,-0.5443969075857078,-7.052231397322727,-6.507834489737019,256,True,6.770337938971352,37.81199731942705,0.8957055214723927,0.9691358024691358,0.0,3
gsm8k_train_3,0.3,77,0.14692584458756763,0.28628698937014435,0.6380127986001214,0.1915733708790328,0.8530741554124324,alternative,0.4257866830508865,-0.9134861686138658,-6.768740557525352,-5.8552543889114865,256,True,6.770337938971352,37.81199731942705,0.8957055214723927,0.9691358024691358,0.0,3
gsm8k_train_3,0.4,102,0.1018255371172575,0.28274549736672966,0.7099298317022369,0.17349460372438175,0.8981744628827425,verify,0.35417778464822114,-0.9308835420391635,-7.622235408037396,-6.691351865998232,256,True,6.770337938971352,37.81199731942705,0.8957055214723927,0.9691358024691358,0.0,3
gsm8k_train_3,0.5,128,0.21973793944203668,0.3256310647318559,0.6395294821484857,0.12114857978155803,0.7802620605579633,alternative,0.42687653149290844,-0.7280123056265833,-6.6121824411872545,-5.884170135560671,256,True,6.770337938971352,37.81199731942705,0.8957055214723927,0.9691358024691358,0.0,3
gsm8k_train_3,0.6,154,0.10075696648068,0.20739104988150775,0.6442753154542771,0.24265462762383821,0.89924303351932,verify,0.33456674574116607,-1.3407238318265762,-7.649343890034682,-6.308620058208106,256,True,6.770337938971352,37.81199731942705,0.8957055214723927,0.9691358024691358,0.0,3
gsm8k_train_3,0.7,179,0.18169974121277488,0.34365947894751453,0.6145140043563427,0.17589157287535354,0.8183002587872251,verify,0.3939949365484414,-0.6470284609038686,-6.888995543692823,-6.241967082788954,256,True,6.770337938971352,37.81199731942705,0.8957055214723927,0.9691358024691358,0.0,3
gsm8k_train_3,0.8,205,0.14706823345497255,0.3178753742304078,0.5521810780053634,0.2957903955060846,0.8529317665450274,alternative,0.3100643014418768,-0.7635529758523187,-6.447742985333029,-5.6841900094807105,256,True,6.770337938971352,37.81199731942705,0.8957055214723927,0.9691358024691358,0.0,3
gsm8k_train_4,0.1,26,0.10598481636877743,0.23019218695413365,0.6957162891685239,0.18198781793816574,0.8940151836312226,alternative,0.38853781979199337,-1.2072263347867498,-5.80922583094395,-4.6019994961572,256,False,6.556834649993107,39.043229494931545,0.6162790697674418,0.7719298245614035,0.12941176470588237,2
gsm8k_train_4,0.2,51,0.15928044515569117,0.24615874339246976,0.5529340840562434,0.27334395744545026,0.8407195548443088,verify,0.32015682342852936,-1.1192051846787896,-6.965951172039535,-5.8467459873607455,256,False,6.556834649993107,39.043229494931545,0.6162790697674418,0.7719298245614035,0.12941176470588237,2
gsm8k_train_4,0.3,77,0.2021566227613557,0.2548581527798075,0.7083232194286337,0.08982592611110385,0.7978433772386443,verify,0.4810809883836209,-1.0728674724314295,-7.381818060290213,-6.308950587858783,256,False,6.556834649993107,39.043229494931545,0.6162790697674418,0.7719298245614035,0.12941176470588237,2
gsm8k_train_4,0.4,102,0.1679358512811866,0.21276570034434972,0.7426596447372033,0.0930818534000322,0.8320641487188134,verify,0.46283321797971116,-1.3083343546220219,-6.54408373780281,-5.235749383180788,256,False,6.556834649993107,39.043229494931545,0.6162790697674418,0.7719298245614035,0.12941176470588237,2
gsm8k_train_4,0.5,128,0.17180738210026203,0.32705672178555273,0.6627442802038677,0.1451289903039223,0.828192617899738,verify,0.49010454307960066,-0.7215274271209537,-6.621584466626903,-5.900057039505949,256,False,6.556834649993107,39.043229494931545,0.6162790697674418,0.7719298245614035,0.12941176470588237,2
gsm8k_train_4,0.6,154,0.12919269166700198,0.1357344805050084,0.868858139235056,0.04949214019433944,0.870807308332998,verify,0.3504547434586035,-1.851179407632812,-7.117092268455161,-5.265912860822349,256,False,6.556834649993107,39.043229494931545,0.6162790697674418,0.7719298245614035,0.12941176470588237,2
gsm8k_train_4,0.7,179,0.13182639223174497,0.2922431122981043,0.6765670393676771,0.17219550791405316,0.868173607768255,verify,0.46595270520166787,-0.8845146235413353,-7.240442531304937,-6.3559279077636015,256,False,6.556834649993107,39.043229494931545,0.6162790697674418,0.7719298245614035,0.12941176470588237,2
gsm8k_train_4,0.8,205,0.184935613516777,0.3180785452611299,0.6844326797078375,0.11802449069745627,0.815064386483223,verify,0.5057002040890484,-0.762616132248632,-6.744680759029205,-5.982064626780573,256,False,6.556834649993107,39.043229494931545,0.6162790697674418,0.7719298245614035,0.12941176470588237,2
gsm8k_train_5,0.1,26,0.1850304295890739,0.28560463690994325,0.8548548594736762,0.02767430154374899,0.8149695704109261,verify,0.38804689421421923,-0.9168280728931011,-7.293460054247462,-6.376631981354361,256,True,6.689251861011144,38.2703485111866,0.8811188811188811,0.9647887323943662,0.0,5
gsm8k_train_5,0.2,51,0.15146130209766195,0.19957101447743314,0.6690801980175185,0.1590722462336718,0.848538697902338,verify,0.4798467703452006,-1.3889776805669154,-8.183947912747348,-6.794970232180432,256,True,6.689251861011144,38.2703485111866,0.8811188811188811,0.9647887323943662,0.0,5
gsm8k_train_5,0.3,77,0.08372767606763754,0.2949164024586069,0.716757241492315,0.1864585571264948,0.9162723239323625,verify,0.3727260433775118,-0.8716244391718941,-7.1007464249435195,-6.229121985771625,256,True,6.689251861011144,38.2703485111866,0.8811188811188811,0.9647887323943662,0.0,5
gsm8k_train_5,0.4,102,0.1141447968906476,0.37833900163272405,0.7234345006267632,0.15007305026731343,0.8858552031093524,alternative,0.3602539823269901,-0.4966043020360722,-6.684330968486819,-6.187726666450747,256,True,6.689251861011144,38.2703485111866,0.8811188811188811,0.9647887323943662,0.0,5
gsm8k_train_5,0.5,128,0.1179755763306165,0.3143773615688117,0.7994623064195122,0.0938136178770512,0.8820244236693835,alternative,0.42129800497292336,-0.7797333338462602,-6.912548599745568,-6.132815265899308,256,True,6.689251861011144,38.2703485111866,0.8811188811188811,0.9647887323943662,0.0,5
gsm8k_train_5,0.6,154,0.2302711935073426,0.22462203357974928,0.6275315048396742,0.12098721113193604,0.7697288064926574,alternative,0.44755040810520613,-1.238931470157457,-7.587485471491934,-6.3485540013344774,256,True,6.689251861011144,38.2703485111866,0.8811188811188811,0.9647887323943662,0.0,5
